accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKM	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	seq_pool_ID	total_filtered_reads_in_sample
GU937877.1	3302	3302	10233	429.737	544.173	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	XSCXG7	p1647	5694932
GU937881.1	1356	1333	4600	512.9569	595.675	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	XSCXG7	p1647	5694932
GU984757.1	1356	1120	461	43.2927	59.697	Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	XSCXG7	p1647	5694932
GU991355.1	7544	2937	198	3.5631592	4.60866	Norovirus Hu/Shanghai/SH312/2009/CHN, complete genome	756497	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/Shanghai/SH312/2009/CHN	Norovirus Hu/Shanghai/SH312/2009/CHN	XSCXG7	p1647	5694932
HM011556.1	5387	2804	75	1.902807	2.4447	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	XSCXG7	p1647	5694932
HM237363.1	6772	2390	1245	25.153427	32.2823	Human astrovirus 6 isolate Katano, complete genome	37130	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 6	Human astrovirus 6	XSCXG7	p1647	5694932
J02226.1	5130	4977	338	8.755422	11.5694	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	XSCXG7	p1647	5694932
JF905564.1	7441	1572	33	0.6054039	0.778743	Human enterovirus 76 strain 04360/SD/CHN/2004/EV76, complete genome	306588	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Enterovirus A76	Enterovirus A76	XSCXG7	p1647	5694932
JN088541.1	8289	1833	29	0.49870992	0.614338	Canine kobuvirus US-PC0082, complete genome	1082189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus US-PC0082	Canine kobuvirus US-PC0082	XSCXG7	p1647	5694932
JN379039.1	7798	1417	27	0.46482742	0.607984	Salivirus CH, complete genome	1330996	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus CH	Salivirus CH	XSCXG7	p1647	5694932
JN648103.1	5413	3437	154	3.7060611	4.99567	Canine bocavirus 1 isolate Con-161, complete genome	1511885	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	Canine bocavirus 1	Canine bocavirus 1	XSCXG7	p1647	5694932
JN799421.1	1168	940	50	6.277996	7.5169	Mammalian orthoreovirus strain 729 segment S3 sigma-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	XSCXG7	p1647	5694932
JN799423.1	2306	1181	29	1.7458256	2.20826	Mammalian orthoreovirus strain 729 segment M1 mu-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	XSCXG7	p1647	5694932
JN799425.1	2243	1999	79	4.8576207	6.18457	Mammalian orthoreovirus strain 729 segment M3 mu-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	XSCXG7	p1647	5694932
JN799426.1	3857	3582	169	5.9457784	7.69394	Mammalian orthoreovirus strain 729 segment L1 lambda-3 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	XSCXG7	p1647	5694932
JN799428.1	3903	3506	147	5.276579	6.61348	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	XSCXG7	p1647	5694932
JQ404409.1	29462	4042	68	0.2912459	0.405283	Canine coronavirus strain 1-71, complete genome	11153	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	Canine coronavirus	Canine coronavirus	XSCXG7	p1647	5694932
JQ423900.1	750	642	139	27.883333	32.5436	Lapine rotavirus strain N5 segment 10, complete sequence	49892	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Lapine rotavirus	Lapine rotavirus	XSCXG7	p1647	5694932
JX195076.1	2591	2589	850	44.584595	57.6054	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	XSCXG7	p1647	5694932
JX195078.1	1356	1352	1107	119.34245	143.351	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	XSCXG7	p1647	5694932
JX195080.1	1567	1564	505	46.915314	56.5892	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	XSCXG7	p1647	5694932
JX195081.1	1059	1057	303	40.742573	50.241	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 8, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	XSCXG7	p1647	5694932
JX195084.1	664	645	207	49.885216	54.7411	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 11, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	XSCXG7	p1647	5694932
JX846924.1	7527	1730	247	4.4001627	5.76218	Norovirus Hu/GII.3/HK71/1978/CHN, complete genome	1260941	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.3/HK71/1978/CHN	Norovirus Hu/GII.3/HK71/1978/CHN	XSCXG7	p1647	5694932
JX857868.1	6581	4780	143	2.8099828	3.81554	Astrovirus VA3 isolate VA3/human/Vellore/28054/2005, complete genome	683174	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus VA3	unclassified Astrovirus VA3 subspecies/strain	unclassified Astrovirus VA3 strain	XSCXG7	p1647	5694932
JX857870.1	6124	3130	62	1.3806494	1.77774	Astrovirus MLB3 isolate MLB3/human/Vellore/26564/2004, complete genome	1247114	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB3	unclassified Astrovirus MLB3 subspecies/strain	unclassified Astrovirus MLB3 strain	XSCXG7	p1647	5694932
KC631814.1	7575	2319	122	2.0529294	2.82806	Norovirus Hu/GII.4/MI001/2011/USA ORF-1, ORF-2, and ORF-3 genes, complete cds	1354724	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.4/MI001/2011/USA	Norovirus Hu/GII.4/MI001/2011/USA	XSCXG7	p1647	5694932
KC782514.2	1566	1558	3728	339.0113	418.019	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	XSCXG7	p1647	5694932
KC782515.2	1059	1051	2967	400.31573	491.964	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	XSCXG7	p1647	5694932
KC782516.2	1066	1065	3113	445.68015	512.783	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	XSCXG7	p1647	5694932
KC782518.2	816	798	1519	288.25525	326.873	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP5 (NSP5) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	XSCXG7	p1647	5694932
KC782520.2	2687	2686	12142	628.35004	793.476	Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	XSCXG7	p1647	5694932
KF039910.1	6792	5066	2739	53.498493	70.8118	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2	XSCXG7	p1647	5694932
KF306212.1	7740	7343	511	8.892359	11.5929	Norovirus Hu/GI.2/Jingzhou/2013401/CHN, complete genome	1406147	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.2/Jingzhou/2013401/CHN	Norovirus Hu/GI.2/Jingzhou/2013401/CHN	XSCXG7	p1647	5694932
KF306214.1	7605	2959	109	1.7716968	2.51674	Norovirus Hu/GII.4/Jingzhou/2013403/CHN, complete genome	1406149	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.4/Jingzhou/2013403/CHN	Norovirus Hu/GII.4/Jingzhou/2013403/CHN	XSCXG7	p1647	5694932
KF374704.1	6780	1790	33	0.70693815	0.854665	Feline astrovirus Viseu, complete genome	1413815	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Feline astrovirus 2	Feline astrovirus Viseu	Feline astrovirus Viseu	XSCXG7	p1647	5694932
KF859964.1	6577	3917	113	2.4477983	3.01691	Human astrovirus BF34, complete genome	1518575	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Burkina Faso astrovirus	Human astrovirus BF34	Human astrovirus BF34	XSCXG7	p1647	5694932
KJ196295.1	7543	3114	120	2.0911672	2.7935	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome	1529923	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	XSCXG7	p1647	5694932
KP298674.1	7429	3299	80	1.4574804	1.89091	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR, complete genome	1652048	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	Sapovirus Hu/GI.1/Seoul/ROK62/2013/KOR	XSCXG7	p1647	5694932
KP404149.1	6617	6425	1557	31.53858	41.318	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain	XSCXG7	p1647	5694932
KP849472.1	30004	2887	54	0.256783	0.316028	Alphacoronavirus 1 strain 23/03, complete genome	693997	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	unclassified Alphacoronavirus 1 subspecies/strain	unclassified Alphacoronavirus 1 strain	XSCXG7	p1647	5694932
KT327081.1	7441	6971	376	6.903168	8.87295	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014	XSCXG7	p1647	5694932
KT589391.1	7550	3087	61	1.137027	1.41871	Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682, complete genome	1712669	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682	Norovirus GII/Hu/HKG/2015/GII.Pe_GII.17/CUHK-NS-682	XSCXG7	p1647	5694932
KU870455.1	7563	7511	1177	20.96641	27.3271	Norovirus GII.6 isolate NHBGR59, complete genome	499193	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.6	Norovirus GII.6	XSCXG7	p1647	5694932
KX431437.1	7563	1602	26	0.452988	0.603658	Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome	95342	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	unclassified Sapporo virus subspecies/strain	unclassified Sapporo virus strain	XSCXG7	p1647	5694932
KY040275.1	188253	1113	20	0.014199668	0.0186552	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	XSCXG7	p1647	5694932
KY399057.1	1689	1126	26	2.1273553	2.70306	Picobirnavirus dog/KNA/2015 strain PBV/Dog/KNA/RVC7/2015 RNA-dependent RNA polymerase gene, complete cds	1961162	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Picobirnavirus	Picobirnavirus dog/KNA/2015	unclassified Picobirnavirus dog/KNA/2015 subspecies/strain	unclassified Picobirnavirus dog/KNA/2015 strain	XSCXG7	p1647	5694932
L13745.1	6828	5959	12369	249.5289	318.092	Human astrovirus serotype 2, complete sequence of genomic RNA	1868658	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Human astrovirus	unclassified Human astrovirus subspecies/strain	unclassified Human astrovirus strain	XSCXG7	p1647	5694932
LC209451.1	7548	2372	40	0.68505	0.93055	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18 RNA, nearly complete genome	1934277	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18	Norovirus Hu/GII/JP/2011/GII.P16_GII.2/Osaka-18	XSCXG7	p1647	5694932
LN827554.1	165750	2989	27	0.021878019	0.0286037	Human herpesvirus 4 genome assembly AFB1b, segment : I	10376	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	unclassified Human gammaherpesvirus 4 subspecies/strain	unclassified Human gammaherpesvirus 4 strain	XSCXG7	p1647	5694932
LN854563.1	7697	6436	314	5.565655	7.16341	Norovirus GI/Hu/NL/2011/GI.4/Groningen, complete genome	1665644	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GI/Hu/NL/2011/GI.4/Groningen	Norovirus GI/Hu/NL/2011/GI.4/Groningen	XSCXG7	p1647	5694932
LN854568.1	7550	6187	253	4.59	5.88417	Norovirus GII/Hu/NL/2014/GII.6/Groningen, complete genome	1665649	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/NL/2014/GII.6/Groningen	Norovirus GII/Hu/NL/2014/GII.6/Groningen	XSCXG7	p1647	5694932
M19296.1	5323	4270	119	2.9930408	3.92556	Canine parvovirus strain CPV-N, complete cds	10788	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	Canine parvovirus	Canine parvovirus	XSCXG7	p1647	5694932
M55918.1	2319	2049	188	11.467035	14.2354	Chicken anemia virus ORF1 (Cux-1), ORF2 (Cux-1), and ORF3 (Cux-1) genes, complete cds	12618	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Gyrovirus	Chicken anemia virus	unclassified Chicken anemia virus subspecies/strain	unclassified Chicken anemia virus strain	XSCXG7	p1647	5694932
MF083115.1	30682	1924	50	0.21099174	0.286153	Porcine hemagglutinating encephalomyelitis virus strain CC14, complete genome	42005	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Porcine hemagglutinating encephalomyelitis virus	Porcine hemagglutinating encephalomyelitis virus	XSCXG7	p1647	5694932
MF684776.1	6803	6803	10570	210.03381	272.826	Human astrovirus 5 isolate 2013/Fuzhou/85, complete genome	35741	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 5	Human astrovirus 5	XSCXG7	p1647	5694932
MF944258.1	7484	2083	45	0.82587945	1.05582	Sapovirus sp. strain 20151018, complete genome	1906670	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapovirus sp.	unclassified Sapovirus sp. subspecies/strain	unclassified Sapovirus sp. strain	XSCXG7	p1647	5694932
MF947441.1	8244	7583	598	9.642945	12.7372	Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds	2094719	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus sp.	unclassified Kobuvirus sp. subspecies/strain	unclassified Kobuvirus sp. strain	XSCXG7	p1647	5694932
MG012443.1	7430	2867	50	0.9304945	1.18166	Sapovirus GI.6 strain Hu/US/2015/GI.6/Nashville9367 ORF1 polyprotein and ORF2 protein genes, complete cds	1697444	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI.6	Sapovirus GI.6	XSCXG7	p1647	5694932
MG012448.1	7447	7187	1175	21.91339	27.7056	Sapovirus GII.5 strain Hu/GT/2014/GII.5/SantaRosa3812 ORF1 polyprotein and ORF2 protein genes, complete cds	1697443	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GII.5	Sapovirus GII.5	XSCXG7	p1647	5694932
MK250985.1	7442	6841	743	13.525644	17.5312	Sapovirus GI isolate BRA/TO-66, complete genome	515176	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus GI	Sapovirus GI	XSCXG7	p1647	5694932
MK751430.1	1078	973	83	11.119612	13.5198	Rabbit rotavirus strain rab1404 segment 7, complete sequence	10963	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rabbit rotavirus	Rabbit rotavirus	XSCXG7	p1647	5694932
MK751433.1	2665	2592	247	13.006362	16.2746	Rabbit rotavirus strain rab1404 segment 2, complete sequence	10963	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rabbit rotavirus	Rabbit rotavirus	XSCXG7	p1647	5694932
NC_002306.3	29355	3293	56	0.22807738	0.334979	Feline infectious peritonitis virus, complete genome	11135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	Feline infectious peritonitis virus	Feline infectious peritonitis virus	XSCXG7	p1647	5694932
NC_009334.1	172764	8792	116	0.08576941	0.117901	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	XSCXG7	p1647	5694932
V01108.1	5153	4573	236	6.25005	8.04199	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	XSCXG7	p1647	5694932
X86560.1	7431	1270	25	0.45241037	0.590751	Sapporo virus-Manchester polyprotein and hypothetical proteins, genomic RNA	82659	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapporo virus-Manchester	Sapporo virus-Manchester	XSCXG7	p1647	5694932
Z25771.1	6813	6659	5007	100.973434	129.048	Human astrovirus type 1 genes for capsid protein and nonstructural protein	12456	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1	Human astrovirus 1	XSCXG7	p1647	5694932
GQ468269.1	2127	1443	54	3.66869	4.45798	Mammalian orthoreovirus 3 isolate MPC/04 mu-1 protein (M2) gene, complete cds	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	XSCXG7	p1647	5694932
GQ468275.1	1098	757	16	2.1318564	2.55876	Mammalian orthoreovirus 3 isolate MPC/04 sigma-3 protein (S4) gene, complete cds	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	XSCXG7	p1647	5694932
EU326526.1	15462	3103	59	0.4951672	0.670035	Human parainfluenza virus 3 strain ZHYMgz01, complete genome	11216	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human respirovirus 3	unclassified Human respirovirus 3 subspecies/strain	unclassified Human respirovirus 3 strain	XSCXG7	p1647	5694932
JF804992.1	842	752	48	9.349711	10.0102	Human rotavirus A strain 6212 VP4 (VP4) gene, partial cds	10941	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus A	Human rotavirus A	XSCXG7	p1647	5694932
KC769372.1	2686	1779	557	29.217665	36.4134	UNVERIFIED: Rotavirus A strain RVA/Human-wt/AUS/CK00065/2007/G1P[8] segment 2 genomic sequence	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
KY055429.1	2585	2512	3439	182.06366	233.606	Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
GU827409.1	2359	1302	56	3.2679946	4.16842	Rotavirus A strain RVA/Cat-wt/ITA/BA222/2005/G3P[9] VP4 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
JX036375.1	667	570	42	9.777563	11.0569	Equine rotavirus A strain RVA/Horse-wt/ARG/E3198/2008/G3P[3] segment 11 phosphoprotein (NSP5) gene, complete cds	31590	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Equine rotavirus A	Equine rotavirus A	XSCXG7	p1647	5694932
KC178814.1	1062	1048	2462	346.182	407.076	Rotavirus A strain PA17/2008 VP7 mRNA, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
KU048554.1	2735	2481	559	28.486654	35.8894	Rotavirus A isolate Hu-wt/ITA/PA525/14/2014/G12P8 VP2 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
JX040433.1	906	691	1331	232.81216	257.965	Rotavirus A strain RVA/human-wt/IND/N-1/2009/G6P[14] non-structural protein NSP4 gene, complete cds	28875	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	unclassified Rotavirus A subspecies/strain	unclassified Rotavirus A strain	XSCXG7	p1647	5694932
