STATE_NAME,NAMELSAD,lat,lon,geometry,
Alabama,Dallas County,32.32584144,-87.10652044,c(-87.1065204405745, 32.3258414401111)
Texas,Comanche County,31.9478968,-98.55809679,c(-98.5580967870096, 31.94789680355)
Montana,Lincoln County,48.54142086,-115.4051681,c(-115.405168074281, 48.5414208571649)
Minnesota,Cass County,46.94828098,-94.32653095,c(-94.3265309487699, 46.9482809824914)
Colorado,Archuleta County,37.19370029,-107.048137,c(-107.048136975041, 37.1937002925855)
Mississippi,Yazoo County,32.78031433,-90.3965886,c(-90.3965885964503, 32.780314331359)
Wisconsin,Outagamie County,44.41603062,-88.46492928,c(-88.4649292759457, 44.4160306198387)
Missouri,Lafayette County,39.06559046,-93.78558471,c(-93.7855847092616, 39.065590464848)
North Carolina,Wilson County,35.70515046,-77.91869333,c(-77.9186933275947, 35.705150463719)
Ohio,Morrow County,40.52398229,-82.79410633,c(-82.7941063284361, 40.5239822925909)
Montana,Granite County,46.4038129,-113.4407137,c(-113.440713656384, 46.4038129003161)
North Dakota,Foster County,47.45718271,-98.88298405,c(-98.8829840531172, 47.4571827081215)
Arkansas,Crawford County,35.5879055,-94.24291939,c(-94.2429193944153, 35.5879054988352)
Texas,Burnet County,30.78818973,-98.18243395,c(-98.1824339545688, 30.7881897327914)
Missouri,Ste. Genevieve County,37.89431845,-90.19437399,c(-90.1943739886778, 37.8943184513263)
Texas,Gray County,35.40106918,-100.812558,c(-100.812557950576, 35.4010691776384)
Illinois,McDonough County,40.45615249,-90.67787106,c(-90.6778710621105, 40.4561524863232)
Iowa,Montgomery County,41.03013085,-95.15637471,c(-95.1563747109154, 41.030130848897)
Arkansas,Jackson County,35.59903023,-91.21465979,c(-91.2146597918939, 35.5990302283248)
Texas,Hudspeth County,31.45528131,-105.3857715,c(-105.385771452711, 31.4552813103549)
Louisiana,Rapides Parish,31.198483,-92.53326814,c(-92.533268141093, 31.1984830023539)
Nebraska,Lincoln County,41.04753965,-100.7451886,c(-100.745188596504, 41.0475396503526)
Texas,Cass County,33.07751062,-94.34362214,c(-94.3436221417837, 33.077510616985)
Tennessee,Henry County,36.33178025,-88.30126159,c(-88.3012615894997, 36.3317802540458)
Virginia,Winchester city,39.17350205,-78.17464528,c(-78.1746452803993, 39.1735020502056)
North Carolina,Duplin County,34.93640709,-77.93297423,c(-77.9329742303496, 34.9364070937706)
North Carolina,Haywood County,35.55592459,-82.98201395,c(-82.9820139520123, 35.5559245881711)
Minnesota,Dakota County,44.6717981,-93.06540212,c(-93.0654021182389, 44.6717980981157)
Oregon,Harney County,43.05997328,-118.9665103,c(-118.966510334767, 43.0599732800042)
Wisconsin,Adams County,43.96914964,-89.77029332,c(-89.7702933197297, 43.9691496389649)
Missouri,Clark County,40.41028587,-91.73829599,c(-91.7382959898043, 40.4102858690006)
Kentucky,Boone County,38.9697815,-84.72778653,c(-84.7277865333188, 38.9697815044695)
Kentucky,Washington County,37.75335174,-85.17478561,c(-85.1747856061832, 37.7533517421571)
Louisiana,Avoyelles Parish,31.076205,-92.00142439,c(-92.0014243903485, 31.0762049965632)
Mississippi,Tate County,34.65038583,-89.9447905,c(-89.9447905035521, 34.6503858326383)
Missouri,Worth County,40.47915157,-94.42208766,c(-94.4220876619308, 40.4791515692947)
Nebraska,Sherman County,41.22051221,-98.97621057,c(-98.9762105682465, 41.2205122050129)
South Dakota,Campbell County,45.77110578,-100.0515846,c(-100.051584649474, 45.771105780168)
South Dakota,Harding County,45.57998825,-103.4957799,c(-103.495779861725, 45.5799882480066)
Michigan,Gratiot County,43.29264725,-84.60490285,c(-84.6049028498834, 43.2926472467929)
Iowa,Union County,41.02772052,-94.24237714,c(-94.2423771412761, 41.0277205200273)
Illinois,Massac County,37.21893032,-88.70749785,c(-88.7074978517684, 37.2189303194088)
Nebraska,Logan County,41.56648974,-100.4827395,c(-100.482739489436, 41.5664897399292)
Nebraska,Merrick County,41.16900825,-98.0383668,c(-98.0383668020908, 41.1690082539635)
Nebraska,Sheridan County,42.50366202,-102.4087729,c(-102.408772896916, 42.5036620189677)
Kentucky,Carlisle County,36.85322764,-88.97107403,c(-88.971074028633, 36.8532276419063)
Wyoming,Natrona County,42.96146404,-106.7985173,c(-106.798517254583, 42.9614640442335)
Georgia,Worth County,31.55133975,-83.85078185,c(-83.8507818499407, 31.5513397465837)
Indiana,Morgan County,39.48151401,-86.44622162,c(-86.4462216166803, 39.4815140092626)
Texas,Ellis County,32.34839666,-96.79469267,c(-96.7946926695471, 32.3483966559933)
Georgia,Pierce County,31.35873839,-82.21274221,c(-82.2127422097884, 31.3587383872487)
Indiana,Grant County,40.51581395,-85.65472486,c(-85.6547248615148, 40.5158139468023)
Florida,Flagler County,29.47108025,-81.29298524,c(-81.2929852426966, 29.4710802455413)
Mississippi,Lawrence County,31.55010055,-90.10698405,c(-90.1069840527017, 31.5501005513197)
Louisiana,Winn Parish,31.94423211,-92.6369703,c(-92.6369703036673, 31.9442321128488)
Illinois,Henry County,41.35303374,-90.13149895,c(-90.1314989546022, 41.3530337417291)
Oregon,Lincoln County,44.64518069,-123.9076959,c(-123.907695905096, 44.6451806862661)
Maine,York County,43.42868757,-70.66985264,c(-70.6698526391339, 43.4286875726859)
South Dakota,Codington County,44.97781324,-97.18861595,c(-97.1886159473984, 44.97781323763)
Georgia,Pike County,33.09224965,-84.38924515,c(-84.3892451537796, 33.0922496510685)
Georgia,Stewart County,32.07843491,-84.835207,c(-84.8352070011281, 32.078434912436)
New Jersey,Monmouth County,40.28611858,-74.15959436,c(-74.1595943620496, 40.2861185778433)
Arkansas,Clay County,36.36842933,-90.41729922,c(-90.417299224036, 36.368429327694)
Arkansas,Faulkner County,35.14690296,-92.3321155,c(-92.3321155012393, 35.1469029564352)
Oklahoma,Delaware County,36.40801805,-94.80258247,c(-94.8025824730558, 36.4080180549391)
Iowa,Keokuk County,41.3363891,-92.1786426,c(-92.1786425965903, 41.336389095079)
Illinois,Greene County,39.35607795,-90.39058413,c(-90.3905841260724, 39.3560779472446)
Minnesota,Lake County,47.52129187,-91.40903447,c(-91.4090344671851, 47.5212918665514)
Georgia,Troup County,33.03345052,-85.02835561,c(-85.0283556112881, 33.0334505174461)
California,Humboldt County,40.70281541,-123.9163223,c(-123.916322334237, 40.7028154096958)
Tennessee,Dickson County,36.14897066,-87.35665781,c(-87.3566578092707, 36.1489706615078)
Minnesota,Anoka County,45.27318762,-93.24639905,c(-93.2463990451941, 45.273187623101)
South Dakota,Bon Homme County,42.98827472,-97.88473888,c(-97.8847388781171, 42.9882747218485)
Tennessee,Greene County,36.17527016,-82.84588722,c(-82.8458872183306, 36.1752701598902)
Virginia,Sussex County,36.92174788,-77.26198076,c(-77.2619807639454, 36.9217478833129)
Indiana,St. Joseph County,41.61668232,-86.28987311,c(-86.2898731133775, 41.6166823223621)
North Dakota,Pembina County,48.76736844,-97.55170526,c(-97.5517052585615, 48.7673684410677)
South Dakota,Bennett County,43.19498531,-101.6639655,c(-101.663965478913, 43.1949853065561)
Louisiana,Vernon Parish,31.10829651,-93.18429427,c(-93.1842942696707, 31.1082965148476)
Maine,Penobscot County,45.39715364,-68.65091564,c(-68.6509156444994, 45.3971536442654)
Maryland,Talbot County,38.74909089,-76.17872285,c(-76.1787228517209, 38.7490908933198)
Georgia,Stephens County,34.55406418,-83.29318323,c(-83.2931832296158, 34.5540641817711)
California,Riverside County,33.74637728,-115.9939506,c(-115.993950611171, 33.7463772825852)
Arkansas,Baxter County,36.28698574,-92.33693636,c(-92.3369363581331, 36.2869857447191)
Mississippi,Attala County,33.08625917,-89.58166372,c(-89.5816637225308, 33.086259170206)
Iowa,Story County,42.03616328,-93.46504413,c(-93.4650441253147, 42.0361632793529)
Kansas,Bourbon County,37.85515316,-94.84930315,c(-94.8493031456181, 37.8551531587231)
Virginia,Cumberland County,37.51196122,-78.24515554,c(-78.2451555413021, 37.511961217498)
South Carolina,Sumter County,33.91616702,-80.38238332,c(-80.3823833246643, 33.9161670206474)
West Virginia,Wyoming County,37.60959887,-81.54909499,c(-81.5490949919979, 37.6095988737873)
California,Kern County,35.3434319,-118.729057,c(-118.729057004817, 35.3434319048996)
Texas,Cooke County,33.63911019,-97.21262714,c(-97.2126271352978, 33.6391101933265)
South Carolina,Orangeburg County,33.43915989,-80.79996211,c(-80.7999621096992, 33.439159891976)
Wisconsin,Taylor County,45.21164072,-90.50133965,c(-90.5013396511682, 45.2116407209402)
Minnesota,Mower County,43.67146766,-92.75247323,c(-92.7524732301379, 43.6714676550789)
Minnesota,Murray County,44.02208286,-95.76327502,c(-95.7632750230481, 44.0220828561819)
Rhode Island,Providence County,41.87133583,-71.57851767,c(-71.5785176745763, 41.8713358313469)
Missouri,Phelps County,37.87699539,-91.7926187,c(-91.7926187026051, 37.8769953925361)
Mississippi,Prentiss County,34.61826358,-88.52007295,c(-88.5200729533613, 34.6182635807009)
Kentucky,Whitley County,36.7579934,-84.14508141,c(-84.1450814055103, 36.7579933959452)
Indiana,Starke County,41.28090608,-86.64775359,c(-86.6477535929779, 41.2809060837784)
Texas,Williamson County,30.64756219,-97.60022036,c(-97.6002203583047, 30.6475621927537)
Iowa,Mitchell County,43.3563985,-92.78905408,c(-92.7890540839595, 43.3563984953263)
Georgia,Emanuel County,32.5896466,-82.30175156,c(-82.3017515597191, 32.5896466011764)
Louisiana,Catahoula Parish,31.66586527,-91.84720211,c(-91.8472021142981, 31.6658652669661)
Pennsylvania,Carbon County,40.91811618,-75.70889361,c(-75.708893614241, 40.918116177956)
Nebraska,Pawnee County,40.13153273,-96.23705491,c(-96.2370549065195, 40.1315327298503)
Tennessee,Unicoi County,36.1107099,-82.43249676,c(-82.4324967581099, 36.1107098957322)
South Carolina,Spartanburg County,34.93070658,-81.99064953,c(-81.9906495266586, 34.9307065801944)
Wisconsin,Marathon County,44.89843788,-89.75911867,c(-89.7591186742019, 44.8984378761177)
Nevada,Elko County,41.14429711,-115.354566,c(-115.354566023349, 41.1442971140993)
West Virginia,Braxton County,38.69984055,-80.71939932,c(-80.7193993150076, 38.6998405494365)
Michigan,Wexford County,44.33828015,-85.57841509,c(-85.5784150937143, 44.3382801496535)
Texas,Cochran County,33.60402548,-102.8284307,c(-102.82843072674, 33.6040254838798)
Pennsylvania,Blair County,40.48090598,-78.34853477,c(-78.3485347725961, 40.480905982078)
Missouri,Hickory County,37.94078159,-93.3207845,c(-93.3207845023286, 37.9407815925012)
Missouri,Barry County,36.70978911,-93.82906179,c(-93.8290617891949, 36.7097891058739)
Minnesota,Ramsey County,45.01705959,-93.09955492,c(-93.0995549230399, 45.017059585768)
Arkansas,Little River County,33.70093445,-94.23509534,c(-94.2350953370735, 33.7009344479536)
Nevada,Lyon County,39.01933274,-119.1885425,c(-119.188542471432, 39.0193327398209)
Florida,Lee County,26.56355326,-81.98478796,c(-81.9847879588945, 26.5635532603697)
Oregon,Josephine County,42.36500168,-123.5554571,c(-123.555457128234, 42.3650016793355)
Mississippi,Pike County,31.1748269,-90.4041605,c(-90.4041604976467, 31.1748268988735)
Tennessee,Coffee County,35.49054677,-86.07469987,c(-86.0746998678718, 35.4905467678752)
Idaho,Lemhi County,44.94221794,-113.929826,c(-113.929826046188, 44.9422179366975)
Kentucky,Ohio County,37.47808635,-86.84899116,c(-86.8489911646108, 37.4780863517096)
Nebraska,Sarpy County,41.11296665,-96.11203305,c(-96.1120330452829, 41.1129666522349)
Georgia,Colquitt County,31.18838717,-83.76886516,c(-83.7688651605666, 31.1883871744089)
Minnesota,Wilkin County,46.35657096,-96.46808105,c(-96.468081048702, 46.3565709551498)
Illinois,Randolph County,38.05203207,-89.82512312,c(-89.8251231215943, 38.0520320669325)
Maine,Kennebec County,44.40898287,-69.76760256,c(-69.7676025603443, 44.408982869413)
Virginia,Smyth County,36.84371865,-81.53693996,c(-81.5369399603076, 36.843718652713)
New Mexico,Roosevelt County,34.02075012,-103.4793712,c(-103.47937117183, 34.0207501199264)
Pennsylvania,Somerset County,39.9722949,-79.02860211,c(-79.0286021101841, 39.9722948980168)
Virginia,Washington County,36.72450327,-81.95989178,c(-81.9598917829384, 36.7245032660909)
North Carolina,Guilford County,36.07943706,-79.78889165,c(-79.7888916459765, 36.0794370611638)
Idaho,Ada County,43.45063635,-116.2408818,c(-116.240881839502, 43.4506363459703)
Oklahoma,Custer County,35.63890269,-99.00154656,c(-99.0015465643176, 35.6389026919119)
Ohio,Marion County,40.58719052,-83.16091663,c(-83.1609166310161, 40.5871905189671)
Illinois,Pike County,39.62243596,-90.88622195,c(-90.8862219491795, 39.6224359589347)
Illinois,Woodford County,40.78826043,-89.2112905,c(-89.2112904960861, 40.7882604267595)
Georgia,Richmond County,33.35962045,-82.07355102,c(-82.0735510235038, 33.3596204495507)
Alabama,Pickens County,33.28071546,-88.08879298,c(-88.0887929824069, 33.2807154556706)
Oklahoma,Ellis County,36.21795712,-99.75439923,c(-99.7543992324055, 36.2179571236658)
Illinois,Perry County,38.08373203,-89.36701661,c(-89.3670166105672, 38.0837320288075)
Iowa,Grundy County,42.40180655,-92.79147343,c(-92.7914734307566, 42.4018065462575)
Colorado,Routt County,40.48405295,-106.9907766,c(-106.990776648386, 40.4840529527738)
New Jersey,Somerset County,40.56339605,-74.61639244,c(-74.616392443327, 40.5633960492898)
California,Colusa County,39.17751667,-122.2367255,c(-122.236725531507, 39.1775166739667)
Illinois,Johnson County,37.45960177,-88.88094973,c(-88.8809497254907, 37.45960176804)
Colorado,Hinsdale County,37.82078851,-107.3003644,c(-107.300364410901, 37.820788509315)
Idaho,Cassia County,42.28395276,-113.6004337,c(-113.600433739727, 42.283952758605)
Minnesota,Isanti County,45.5614145,-93.29507428,c(-93.2950742766704, 45.5614144982607)
Pennsylvania,Erie County,42.11730239,-80.09819805,c(-80.0981980504336, 42.1173023889254)
Mississippi,Copiah County,31.86923258,-90.44878905,c(-90.448789051977, 31.8692325838912)
Texas,Van Zandt County,32.56361837,-95.83639893,c(-95.8363989280809, 32.563618368747)
Virginia,Roanoke County,37.26924559,-80.06796609,c(-80.0679660877133, 37.26924559286)
Virginia,Augusta County,38.16431163,-79.13378677,c(-79.1337867657724, 38.1643116283234)
Utah,Piute County,38.33658289,-112.1271379,c(-112.127137869309, 38.3365828878301)
Kentucky,Mason County,38.5951415,-83.82421372,c(-83.8242137207512, 38.5951415046752)
Minnesota,Benton County,45.69911647,-93.99875858,c(-93.9987585772445, 45.6991164689174)
Texas,Donley County,34.96532802,-100.8139946,c(-100.813994552326, 34.965328018929)
Florida,Bay County,30.13205805,-85.63297223,c(-85.6329722334593, 30.1320580469388)
Alabama,Lauderdale County,34.9015889,-87.6539361,c(-87.6539361031967, 34.9015888950621)
Indiana,Fountain County,40.12075324,-87.24206685,c(-87.242066851613, 40.1207532355214)
Illinois,Shelby County,39.39108471,-88.80542032,c(-88.8054203186992, 39.3910847130439)
Illinois,Fayette County,39.00005024,-89.02412341,c(-89.0241234128954, 39.0000502379589)
Ohio,Perry County,39.7370473,-82.23599145,c(-82.2359914516517, 39.7370472997362)
Virginia,Danville city,36.58319313,-79.40880389,c(-79.4088038932581, 36.5831931265186)
Georgia,Banks County,34.35429692,-83.49717317,c(-83.4971731678929, 34.3542969223531)
Georgia,Wayne County,31.55138046,-81.91665648,c(-81.9166564806522, 31.5513804614119)
Oklahoma,Oklahoma County,35.55148119,-97.4072315,c(-97.4072314969201, 35.5514811874043)
Oklahoma,Johnston County,34.31646965,-96.66055163,c(-96.6605516285566, 34.3164696495935)
North Carolina,Jackson County,35.28744798,-83.14071967,c(-83.140719669057, 35.2874479833216)
Utah,Summit County,40.86865779,-110.956099,c(-110.956098975881, 40.8686577901514)
Missouri,Polk County,37.61637775,-93.4005117,c(-93.4005116971458, 37.6163777506872)
Nevada,Lander County,39.93041835,-117.0394164,c(-117.039416417303, 39.9304183456573)
Iowa,Winneshiek County,43.29052072,-91.84369886,c(-91.8436988566881, 43.2905207169631)
Kentucky,Bracken County,38.68878986,-84.0902036,c(-84.0902035977872, 38.6887898576478)
Wisconsin,Florence County,45.84848332,-88.39801507,c(-88.3980150722721, 45.8484833193175)
West Virginia,Roane County,38.71391614,-81.34826027,c(-81.3482602725045, 38.7139161441917)
Minnesota,Wadena County,46.58551122,-94.96940752,c(-94.9694075154012, 46.5855112200216)
Virginia,Hopewell city,37.2914858,-77.29849265,c(-77.2984926494035, 37.29148580002)
Illinois,Winnebago County,42.33619384,-89.16081481,c(-89.1608148093214, 42.3361938413688)
Arizona,Gila County,33.79914548,-110.8100801,c(-110.810080130601, 33.7991454848369)
Maryland,Wicomico County,38.36946742,-75.63157309,c(-75.6315730911684, 38.3694674247006)
Kentucky,Carter County,38.31818157,-83.04948504,c(-83.0494850386106, 38.3181815703891)
North Carolina,Iredell County,35.80679323,-80.87345261,c(-80.8734526112687, 35.8067932290028)
Virginia,Halifax County,36.76682822,-78.93661805,c(-78.9366180451897, 36.7668282249031)
North Carolina,Hertford County,36.35860174,-76.98064801,c(-76.9806480134089, 36.3586017445651)
New York,Montgomery County,42.90236703,-74.43964268,c(-74.4396426757223, 42.9023670271842)
Minnesota,Pennington County,48.06646259,-96.03662015,c(-96.0366201478901, 48.0664625880263)
Washington,Whatcom County,48.83128189,-121.8723096,c(-121.872309564726, 48.8312818869965)
Oregon,Gilliam County,45.37766876,-120.210496,c(-120.210495986419, 45.3776687587007)
New Jersey,Ocean County,39.86554083,-74.24987651,c(-74.2498765096536, 39.865540831841)
Arkansas,Boone County,36.30854211,-93.09154087,c(-93.0915408658804, 36.3085421080918)
Oklahoma,Comanche County,34.66212229,-98.47171274,c(-98.471712739076, 34.6621222890339)
Texas,Jones County,32.73981882,-99.87874159,c(-99.8787415891643, 32.739818822392)
Texas,Grimes County,30.54319878,-95.98544666,c(-95.9854466579512, 30.5431987841945)
Michigan,Genesee County,43.0215739,-83.7067934,c(-83.7067933974603, 43.0215738954347)
Louisiana,Assumption Parish,29.9023018,-91.06072134,c(-91.060721336241, 29.9023017956573)
Mississippi,Calhoun County,33.93631976,-89.33642842,c(-89.3364284236235, 33.9363197644382)
Mississippi,Greene County,31.2141097,-88.63915451,c(-88.6391545083262, 31.2141097023557)
Montana,Custer County,46.25189543,-105.5712689,c(-105.571268942006, 46.2518954311391)
South Dakota,Roberts County,45.62911505,-96.94617571,c(-96.9461757074842, 45.6291150504185)
Illinois,Ogle County,42.0426434,-89.32064245,c(-89.320642449433, 42.0426433973874)
North Dakota,Richland County,46.26409398,-96.94797742,c(-96.9479774183286, 46.2640939783721)
Wisconsin,Barron County,45.42358736,-91.84831076,c(-91.8483107555933, 45.4235873643318)
Wisconsin,Iron County,46.31642156,-90.26365924,c(-90.2636592387727, 46.316421559268)
Minnesota,Wabasha County,44.28429757,-92.23019378,c(-92.2301937828866, 44.2842975696378)
California,Del Norte County,41.74471724,-123.9576532,c(-123.95765323379, 41.7447172388931)
Oklahoma,Pushmataha County,34.41610576,-95.37610183,c(-95.3761018331859, 34.4161057625116)
Washington,Chelan County,47.86774892,-120.6181863,c(-120.618186309656, 47.8677489178401)
Michigan,Presque Isle County,45.44976941,-83.52702612,c(-83.5270261173121, 45.449769411276)
Oklahoma,Cleveland County,35.20294218,-97.32628101,c(-97.326281010916, 35.2029421831811)
New York,Sullivan County,41.71623893,-74.76803687,c(-74.7680368698852, 41.716238934357)
North Carolina,Polk County,35.27927889,-82.16966112,c(-82.169661120972, 35.2792788884028)
North Carolina,Scotland County,34.84079995,-79.48043627,c(-79.4804362724135, 34.840799954138)
North Carolina,Harnett County,35.36882543,-78.86939159,c(-78.8693915870637, 35.368825431114)
North Carolina,Lee County,35.47515567,-79.17152571,c(-79.171525712678, 35.4751556655816)
Indiana,Tipton County,40.31135405,-86.05186183,c(-86.0518618297791, 40.3113540466677)
Kansas,Clay County,39.34955149,-97.16517502,c(-97.1651750228187, 39.349551490575)
Oklahoma,Wagoner County,35.96107858,-95.52114345,c(-95.5211434451088, 35.9610785843947)
Montana,Richland County,47.78762752,-104.560465,c(-104.560465025934, 47.787627518562)
Arkansas,Ashley County,33.19120065,-91.76850967,c(-91.7685096686454, 33.191200654392)
Arkansas,Desha County,33.83081851,-91.255166,c(-91.2551660047916, 33.8308185056821)
Tennessee,Perry County,35.64253846,-87.85897115,c(-87.8589711545594, 35.6425384561217)
Minnesota,Washington County,45.03849051,-92.88381093,c(-92.8838109254072, 45.0384905098521)
Virginia,Portsmouth city,36.85898025,-76.35669644,c(-76.3566964414307, 36.8589802495379)
Pennsylvania,Fayette County,39.92004903,-79.64746318,c(-79.6474631836884, 39.9200490347889)
West Virginia,Grant County,39.10493388,-79.19552978,c(-79.1955297786897, 39.104933877755)
Virginia,Shenandoah County,38.85822192,-78.57109912,c(-78.5710991174198, 38.8582219242526)
Texas,Irion County,31.3038592,-100.9824216,c(-100.982421568636, 31.3038592008809)
Missouri,Caldwell County,39.65574056,-93.98279827,c(-93.9827982707847, 39.6557405636559)
Florida,Putnam County,29.6085671,-81.74422242,c(-81.7442224179352, 29.6085671033103)
Indiana,Crawford County,38.29236999,-86.45165805,c(-86.4516580520098, 38.2923699923701)
Missouri,Lewis County,40.09685873,-91.72211585,c(-91.7221158522864, 40.0968587328637)
Nebraska,Grant County,41.91499871,-101.740598,c(-101.740597965099, 41.9149987097103)
Idaho,Oneida County,42.19500796,-112.5394426,c(-112.539442594468, 42.1950079585414)
Illinois,Moultrie County,39.64139573,-88.6192412,c(-88.6192411981456, 39.6413957276161)
Kentucky,Hopkins County,37.30874677,-87.54090143,c(-87.5409014331529, 37.3087467685113)
Idaho,Clearwater County,46.67413118,-115.6575024,c(-115.657502373426, 46.6741311835522)
Kentucky,Bell County,36.73060543,-83.67424911,c(-83.6742491119666, 36.7306054297179)
Minnesota,Crow Wing County,46.48182,-94.07094457,c(-94.07094456962, 46.4818199950035)
Arizona,Graham County,32.93193397,-109.8872096,c(-109.88720959302, 32.9319339680663)
Arkansas,St. Francis County,35.02209117,-90.74787523,c(-90.7478752335636, 35.0220911737872)
Georgia,Echols County,30.7101265,-82.89385297,c(-82.8938529651053, 30.7101265025311)
Kansas,Lincoln County,39.04529522,-98.20769554,c(-98.2076955418332, 39.045295220559)
Kansas,Smith County,39.78504073,-98.78547236,c(-98.785472358945, 39.7850407257406)
Florida,Jefferson County,30.39918364,-83.90794774,c(-83.9079477424537, 30.3991836427747)
Mississippi,Amite County,31.17437408,-90.80443051,c(-90.8044305054757, 31.174374083254)
Arkansas,Montgomery County,34.53885217,-93.65956398,c(-93.6595639770484, 34.5388521702882)
Michigan,Calhoun County,42.24650081,-85.00557667,c(-85.0055766742999, 42.2465008141998)
Alabama,Cleburne County,33.67441676,-85.51887501,c(-85.5188750052564, 33.6744167627258)
Colorado,Weld County,40.55421695,-104.393765,c(-104.393764992452, 40.5542169525791)
Oklahoma,Beckham County,35.26869498,-99.68211806,c(-99.6821180600812, 35.2686949843195)
California,Modoc County,41.58974667,-120.7250136,c(-120.725013636223, 41.5897466684052)
Iowa,Polk County,41.68530918,-93.57339498,c(-93.5733949767374, 41.6853091809414)
Georgia,Liberty County,31.80720176,-81.45579915,c(-81.4557991501664, 31.8072017622631)
Texas,Navarro County,32.04692992,-96.47260181,c(-96.4726018116191, 32.0469299166334)
Texas,Brooks County,27.03146349,-98.21867926,c(-98.2186792579271, 27.0314634945866)
Tennessee,Williamson County,35.8938581,-86.89856377,c(-86.8985637739958, 35.8938580958956)
Wyoming,Laramie County,41.30711595,-104.6894163,c(-104.689416315491, 41.3071159469754)
Washington,Asotin County,46.19162054,-117.2030634,c(-117.203063374627, 46.1916205431943)
Minnesota,Traverse County,45.77198087,-96.47187345,c(-96.4718734462448, 45.7719808669153)
Illinois,Cass County,39.97358959,-90.24741551,c(-90.2474155105182, 39.9735895942658)
Georgia,Rockdale County,33.65420877,-84.02665347,c(-84.0266534713567, 33.6542087730315)
Pennsylvania,Juniata County,40.5310692,-77.4026582,c(-77.4026582046982, 40.531069200635)
Pennsylvania,McKean County,41.80769486,-78.56906653,c(-78.5690665286093, 41.8076948601364)
Oklahoma,Garvin County,34.70462147,-97.30936577,c(-97.3093657725254, 34.704621469288)
Nebraska,Burt County,41.85149153,-96.32853051,c(-96.32853051063, 41.8514915277979)
New Mexico,San Juan County,36.50815381,-108.3207583,c(-108.320758315647, 36.5081538143542)
New York,Orleans County,43.38201959,-78.23044432,c(-78.2304443237033, 43.3820195892376)
Louisiana,De Soto Parish,32.05538139,-93.73719742,c(-93.7371974226224, 32.0553813887302)
California,Fresno County,36.75848661,-119.653416,c(-119.653416040772, 36.7584866142089)
Georgia,Elbert County,34.1167778,-82.84000892,c(-82.8400089198306, 34.116777804049)
Alabama,Barbour County,31.86951606,-85.39341735,c(-85.3934173467123, 31.8695160605269)
North Carolina,Bladen County,34.61455278,-78.56349033,c(-78.5634903334958, 34.6145527773183)
Texas,Dallam County,36.27794434,-102.6021854,c(-102.602185412633, 36.2779443357685)
Illinois,Sangamon County,39.75812835,-89.65910695,c(-89.6591069462065, 39.7581283536632)
Oklahoma,Craig County,36.7615978,-95.20843327,c(-95.208433266739, 36.7615977977305)
Tennessee,Cumberland County,35.95034011,-84.99835754,c(-84.9983575359278, 35.950340112429)
Michigan,Otsego County,45.02135299,-84.59904437,c(-84.5990443675526, 45.0213529865318)
Iowa,Sac County,42.38617889,-95.10533027,c(-95.1053302658567, 42.3861788881161)
Utah,Emery County,38.99607201,-110.7004973,c(-110.700497335371, 38.9960720088375)
Washington,Ferry County,48.46845671,-118.5167666,c(-118.516766610442, 48.4684567060678)
Montana,Wibaux County,46.96455577,-104.2492932,c(-104.249293234037, 46.9645557708286)
New Mexico,Lincoln County,33.74479574,-105.4595256,c(-105.459525619851, 33.7447957365986)
Oklahoma,Cherokee County,35.90647419,-94.99967497,c(-94.9996749734417, 35.9064741908979)
Minnesota,Yellow Medicine County,44.71656279,-95.86822113,c(-95.8682211341766, 44.7165627920463)
Texas,Hunt County,33.12338999,-96.08553313,c(-96.0855331303134, 33.1233899916272)
Texas,Mitchell County,32.30612112,-100.9212322,c(-100.921232209195, 32.3061211216719)
Texas,Wood County,32.78635742,-95.38199539,c(-95.3819953861215, 32.7863574224112)
Oklahoma,Osage County,36.62888622,-96.39826326,c(-96.3982632645171, 36.6288862180302)
North Carolina,Cherokee County,35.13388446,-84.06354511,c(-84.0635451074692, 35.1338844625928)
Michigan,Mecosta County,43.64068387,-85.32462896,c(-85.3246289558259, 43.6406838691791)
Kentucky,Pike County,37.46893551,-82.3960122,c(-82.3960122022353, 37.4689355132908)
Florida,Lafayette County,29.98545782,-83.18093661,c(-83.1809366104401, 29.9854578151688)
North Carolina,Catawba County,35.66206109,-81.21506191,c(-81.2150619120359, 35.6620610921185)
Kentucky,Breathitt County,37.52161269,-83.32414368,c(-83.3241436824532, 37.5216126931089)
Texas,Childress County,34.52907153,-100.2075735,c(-100.20757353494, 34.5290715250006)
Missouri,Ripley County,36.65280834,-90.86385691,c(-90.8638569068963, 36.6528083449968)
Illinois,Tazewell County,40.50739949,-89.51351176,c(-89.5135117613255, 40.5073994926574)
Texas,Jeff Davis County,30.71565515,-104.1399615,c(-104.13996152225, 30.7156551452359)
Virginia,Lexington city,37.78253035,-79.44389462,c(-79.4438946165514, 37.7825303469969)
Arkansas,Sharp County,36.16102158,-91.47992982,c(-91.4799298153441, 36.1610215767214)
Colorado,Larimer County,40.66617574,-105.4607399,c(-105.460739920851, 40.666175743479)
North Carolina,Tyrrell County,35.86927999,-76.1705919,c(-76.1705919033158, 35.869279989867)
Minnesota,Rice County,44.35419985,-93.29660641,c(-93.2966064069663, 44.3541998451854)
Missouri,Warren County,38.76455843,-91.16061282,c(-91.160612815185, 38.7645584255506)
